Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-9.47474","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","5272.254217","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-6.639446","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6121.876572","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","17.771989","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6369.231608","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.469019","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","6001.389576","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-4.526818","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","-0.694295","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-9.65981","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","-6.604565","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","17.626734","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","3.219658","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","-4.320797","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2014","2014","%","-0.694295","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2015","2015","%","-9.65981","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2016","2016","%","-6.604565","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","%","17.626734","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2018","2018","%","3.219658","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2019","2019","%","-4.320797","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","4567.281443","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","3.537488","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","3939.413126","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-13.919578","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","4109.340457","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","4.166459","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4514.204908","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.765944","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5257.650696","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","16.411324","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","5345.602513","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.608539","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","8.980796","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-8.332579","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","4.403929","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","18.913976","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","15.941008","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","3.722515","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2014","2014","%","-3.197265","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2015","2015","%","11.472393","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2016","2016","%","11.378625","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","%","7.215793","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2018","2018","%","21.316325","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2019","2019","%","3.72372","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","5493.054962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","1.933196","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","4177.884976","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-22.370733","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","3946.45421","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-3.58172","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4109.696001","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.287889","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4153.961485","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","3.126567","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","3975.519002","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-2.426783","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","7.252587","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-12.047098","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","-3.789029","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.104881","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","1.209554","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","1.874773","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","47684.495157","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","4.050016","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","41036.091778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-13.586388","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","42186.872393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","3.315092","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44651.829102","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.441277","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","47847.426197","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.760824","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","46557.284069","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-2.236766","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","5.612441","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-13.058693","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","4.909283","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.964397","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","5.84326","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","-7.289608","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","41247.452386","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","2.340766","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","35748.263049","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-14.647313","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","37448.36389","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","3.796975","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","38962.613799","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.645145","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","41794.398572","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.274919","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","40900.53859","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.965875","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","-1.959762","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-13.969038","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","4.778066","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","3.858823","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","3.310235","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","-0.244181","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","5408.409568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","6.584954","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","4166.979626","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-20.258107","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","3506.071546","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-12.969571","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4095.811686","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","20.766647","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3289.643374","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-17.007854","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","2809.626403","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-11.776659","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","5.042259","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","-6.417063","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","0.055253","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","17.776766","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","-24.189389","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","7.526977","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","22369.194591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","10.304128","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","23148.212993","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","4.707152","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","22091.056335","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-3.564385","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","19271.49997","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-11.82622","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","21889.590357","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","14.730184","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","25336.581453","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","16.83149","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","13.66513","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2015","2015","%","8.255999","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2016","2016","%","-13.605823","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","-10.174984","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2018","2018","%","5.988456","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2019","2019","%","5.922396","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","13501.580922","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2014","2014","%","5.779787","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","14286.09316","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","6.958225","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","15197.617455","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","7.473116","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15383.415188","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.185223","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","16678.898744","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.398417","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","17376.112907","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","5.08043","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22075","Valeur ajoutée (Industrie manufacturière)","2014","2014","%","6.385901","E","Valeur estimée",""
